short_name,long_name,overall,value_eur,wage_eur,player_positions,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
M. Frey,Marlon Frey,66,775000,2000,MIDFIELDER,50,38,66,69,43,60,48,47,61,65,65,55,66,66,67,58,72,53,70,59,69,65,45,56,52,54,64,69,69,10,13,14,7,12
J. Düker,Julius Düker,66,875000,1000,ATTACKER,58,62,65,62,56,70,54,36,37,71,66,66,65,67,67,63,73,65,77,54,42,25,63,66,53,48,22,23,26,14,14,7,14,9
B. Çamoğlu,Burak Çamoğlu,66,850000,4000,MIDFIELDER,63,36,37,66,28,67,31,33,57,70,86,80,84,64,85,36,77,76,43,30,50,60,53,60,40,55,52,55,59,8,15,8,13,8
L. Andrenacci,Lorenzo Andrenacci,66,650000,3000,GOALKEEPER,14,13,12,25,20,17,17,18,19,22,50,49,62,53,58,45,55,28,60,15,18,18,11,34,20,43,20,16,16,66,68,60,66,68
H. Hajradinović,Haris Hajradinović,66,850000,4000,MIDFIELDER,65,58,39,66,60,66,68,66,63,64,77,76,84,58,70,78,58,70,61,68,76,49,62,65,63,63,28,59,54,8,8,7,13,11
J. Obrian,Jáder Rafael Obrian Arias,66,850000,1000,MIDFIELDER,54,63,53,61,40,67,61,60,52,60,84,90,78,59,60,66,76,69,70,61,37,11,66,61,59,57,18,15,11,11,8,7,8,12
A. Soto,Almir Soto,66,750000,1000,MIDFIELDER,52,52,58,60,30,57,40,33,57,66,56,58,62,65,59,76,66,83,71,77,61,68,59,57,37,57,69,70,68,12,15,16,12,16
Alberto Varo,Alberto Varó Lara,66,625000,2000,GOALKEEPER,16,17,11,45,15,17,16,20,33,20,38,42,39,64,47,48,74,44,69,20,22,20,17,41,25,48,10,14,15,62,63,64,65,69
A. Olliero,Alexandre Olliero,66,650000,4000,GOALKEEPER,15,17,20,22,20,13,15,18,23,28,47,45,39,58,41,48,59,23,76,17,19,17,12,23,27,51,10,19,16,68,65,64,63,69
K. Koizumi,小泉 庆,66,750000,2000,MIDFIELDER,57,35,53,63,34,47,32,38,56,63,76,79,64,56,72,64,73,83,61,69,57,62,49,45,35,52,64,66,64,14,14,11,11,12
P. Diaw,El Hadji Pape Djibril Diaw,66,775000,2000,DEFENDER,31,17,65,31,40,30,27,30,29,50,73,78,71,62,36,35,81,70,84,25,70,65,53,39,33,57,57,69,67,14,8,6,6,12
K. Malinov,Kristiyan Malinov,66,0,0,MIDFIELDER,39,38,45,67,29,54,33,42,65,67,71,76,54,68,84,66,57,69,44,61,66,68,54,59,42,61,64,68,62,14,14,14,6,9
T. Szántó,Tamás Szántó,66,850000,5000,MIDFIELDER,59,65,55,64,51,67,53,62,62,68,68,70,73,62,73,61,71,79,70,64,58,64,59,64,50,60,59,61,62,8,7,11,11,13
S. N'Guessan,Serge Yao N’Guessan,66,850000,2000,MIDFIELDER,44,41,27,70,48,67,47,52,66,65,69,61,83,58,80,74,31,91,33,70,64,55,61,59,51,58,58,67,62,8,14,8,6,6
J. Chaverra,Juan Camilo Chaverra Martínez,66,625000,1000,GOALKEEPER,11,6,11,23,6,5,10,10,22,13,16,23,32,60,41,46,60,18,62,6,24,11,8,27,11,30,20,11,12,68,65,61,60,72
K. Fukai,深井 一希,66,850000,2000,MIDFIELDER,63,53,46,69,38,69,49,39,62,70,65,68,63,69,69,58,65,75,73,46,62,57,52,65,40,66,59,61,56,6,10,10,5,6
J. Nietfeld,Jonas Nietfeld,66,875000,2000,ATTACKER,39,65,62,58,60,63,45,62,35,67,63,72,60,61,58,66,81,70,68,64,28,11,68,47,50,48,28,15,13,8,15,12,14,5
I. Paro,Issouf Paro,66,775000,2000,DEFENDER,58,18,67,67,32,48,21,28,61,53,64,68,41,54,46,47,55,69,72,38,65,63,28,47,38,62,64,68,62,14,15,14,14,8
M. Hamdy,Mohamed  Hamdy Sharaf,66,0,0,DEFENDER,38,37,61,45,42,38,46,37,37,46,70,66,60,62,78,52,72,60,67,33,66,67,40,35,54,57,68,70,68,5,9,13,14,8
Gustavo Cascardo,Gustavo Cascardo de Assis,66,750000,2000,DEFENDER,61,33,54,57,27,64,57,38,60,65,81,83,79,62,80,66,68,69,50,52,71,63,54,52,48,62,59,65,68,8,10,11,9,6
M. Fischer,Manfred Fischer,66,850000,4000,MIDFIELDER,64,64,40,62,53,68,69,70,59,66,74,73,70,62,69,59,47,71,52,63,36,47,61,64,68,46,29,45,28,8,6,9,15,7
Juan Hernández,Juan Hernández García,66,850000,6000,MIDFIELDER,60,70,42,63,41,68,44,55,74,66,64,63,55,64,69,55,43,52,50,56,28,17,69,59,50,55,24,23,26,7,9,7,10,8
Robinho,Robinho Barbosa de Lisboa,66,850000,2000,MIDFIELDER,61,54,42,61,49,74,65,60,46,66,87,82,85,58,79,61,66,62,44,53,58,21,60,61,55,65,39,39,39,12,13,13,9,13
V. Bondarenko,Valeriy Bondarenko,66,775000,3000,DEFENDER,26,17,42,46,28,40,21,21,20,42,53,55,68,61,47,51,74,71,86,38,71,64,35,30,30,56,66,69,72,11,14,10,14,12
M. Căpățînă,Mihai Căpățînă,66,850000,2000,MIDFIELDER,64,59,35,68,38,64,58,33,57,68,72,69,62,58,69,50,51,70,55,46,26,18,63,59,54,57,28,26,21,8,13,5,15,13
Manu Sánchez,Manuel Sánchez García,66,750000,2000,DEFENDER,60,33,49,63,32,62,64,39,31,60,72,73,55,64,63,31,61,59,58,31,66,59,53,43,49,54,61,72,73,9,10,5,6,6
B. Mladenovic,Bogdan Mladenovic,66,850000,3000,ATTACKER,62,65,48,61,61,71,70,41,47,68,73,74,68,65,65,75,48,67,62,52,46,31,65,64,59,64,20,29,26,10,9,12,9,12
G. Burke,Graham Burke,66,825000,1000,MIDFIELDER,59,64,45,62,64,65,71,60,57,69,63,59,68,59,75,73,47,63,57,72,58,26,63,68,65,62,30,19,14,6,4,8,5,3
T. Holý,Tomáš Holý,66,575000,3000,GOALKEEPER,13,18,18,18,20,16,20,14,29,19,22,33,35,58,41,42,48,19,60,16,21,15,9,30,23,43,16,25,25,71,60,56,65,69
A. Jackson,Adam Jackson,66,750000,2000,DEFENDER,27,30,62,60,23,45,22,25,42,60,50,52,61,63,63,40,80,53,74,21,55,66,26,30,34,50,65,65,64,11,12,11,9,8
Y. Brecher,Yanick Brecher,66,600000,3000,GOALKEEPER,12,13,13,37,14,16,18,17,23,22,38,42,37,60,44,50,70,24,67,18,19,21,18,37,24,50,25,20,17,68,57,67,68,71
G. Hubert,Guillaume Hubert,66,625000,3000,GOALKEEPER,19,9,20,29,12,13,13,8,26,25,42,43,33,66,37,48,57,30,68,9,31,18,11,37,16,38,14,16,14,70,63,64,63,65
S. Sluga,Simon Sluga,66,600000,4000,GOALKEEPER,16,12,12,20,18,19,20,19,46,22,62,48,58,62,32,46,61,38,62,16,25,18,10,42,16,63,21,22,21,67,64,61,62,71
A. Grant,Alexander Grant,66,750000,2000,DEFENDER,30,30,63,54,20,31,22,23,41,43,49,34,48,56,66,50,85,63,87,26,51,68,35,27,34,63,62,70,69,14,9,11,8,8
C. Martschinko,Christoph Martschinko,66,725000,5000,DEFENDER,58,50,53,58,56,64,66,61,54,66,81,80,85,62,85,64,83,76,73,51,68,62,53,49,54,58,64,66,62,12,8,8,10,15
J. Rafferty,Joe Rafferty,66,725000,7000,DEFENDER,66,27,53,59,28,62,63,55,55,61,75,77,64,54,65,37,71,70,70,40,62,57,60,53,39,58,64,68,70,12,14,12,15,8
Derik,Derik Osede Prieto,66,750000,3000,DEFENDER,52,41,66,60,45,57,41,39,61,62,66,71,71,65,66,53,74,81,71,31,64,70,47,62,51,63,61,64,62,16,15,11,15,14
M. Schmerböck,Marc Andre Schmerböck,66,850000,5000,MIDFIELDER,60,65,56,63,62,68,63,34,60,65,77,76,80,63,66,65,66,67,66,66,46,42,64,60,46,64,27,27,30,12,14,12,8,6
P. Drewes,Patrick Drewes,66,600000,4000,GOALKEEPER,15,14,15,23,15,12,18,14,26,18,30,29,29,63,34,49,33,41,75,12,35,21,13,23,26,32,16,15,16,69,64,65,64,62
L. Kassi,Luc Kassi,66,850000,1000,MIDFIELDER,63,58,54,66,63,66,62,56,60,66,77,76,77,59,66,66,59,73,61,63,58,56,60,67,59,56,47,60,58,11,15,10,16,6
M. Heylen,Michaël Heylen,66,750000,4000,DEFENDER,46,29,70,63,30,36,32,35,61,58,43,54,53,58,47,54,44,65,74,36,68,66,48,56,42,64,62,68,66,15,9,16,10,12
D. Bakker,Danny Bakker,66,750000,2000,MIDFIELDER,58,49,62,67,51,66,63,61,64,65,63,55,69,65,65,70,82,76,63,58,74,62,54,60,47,67,67,62,64,8,6,10,7,14
Ham Seok Min,함석민 咸胜明,66,625000,1000,GOALKEEPER,18,19,15,26,16,13,16,12,33,25,42,44,70,59,48,51,55,23,67,11,17,18,11,28,16,36,27,15,13,65,68,68,65,65
J. Rothwell,Joe Rothwell,66,850000,6000,MIDFIELDER,61,55,55,69,48,75,63,52,65,68,68,72,73,59,66,60,64,65,61,61,50,50,55,60,50,60,56,60,53,14,8,13,15,9
C. Mancilla,Camilo Javier Mancilla Valencia,66,725000,1000,DEFENDER,48,42,66,48,60,45,23,22,39,52,63,66,67,63,64,52,75,73,75,36,65,70,24,33,38,54,65,64,57,10,15,10,9,11
J. Bandowski,Jannik Bandowski,66,725000,2000,DEFENDER,63,59,67,66,36,62,46,39,52,66,83,90,64,63,50,69,52,67,71,51,64,64,50,53,39,48,51,60,60,11,14,9,8,14
E. Monthe,Emmanuel Monthe,66,750000,2000,DEFENDER,40,33,66,54,29,47,38,30,51,53,63,67,45,58,49,55,72,74,86,42,65,62,42,44,41,56,63,64,63,9,12,16,12,11
I. Alba,Israel Alba Marín,66,750000,1000,DEFENDER,67,64,50,63,45,62,65,70,62,60,79,73,78,67,68,68,57,78,73,69,55,55,60,50,58,46,59,65,64,14,13,12,10,12
F. Friday,Imoh Fred Friday,66,850000,3000,ATTACKER,44,65,60,58,55,69,47,32,34,64,69,76,67,54,64,70,72,62,88,59,56,23,60,50,61,57,34,14,15,15,15,9,13,11
C. Flórez,Cristian Flórez,66,750000,1000,DEFENDER,66,30,60,66,28,50,50,52,59,52,69,69,65,60,64,61,69,78,79,59,52,66,55,46,36,50,64,67,65,7,13,10,11,14
G. Paquiez,Gaëtan Paquiez,66,725000,6000,DEFENDER,60,34,57,68,47,57,51,43,59,55,68,73,64,59,66,58,60,78,65,44,64,66,54,54,51,58,65,63,65,15,12,7,8,16
Marcelo Djaló,Marcelo Amado Djaló Taritolay,66,750000,10000,DEFENDER,24,22,67,35,25,39,30,30,29,52,32,49,28,57,30,61,62,46,90,19,72,62,28,28,32,46,64,69,64,9,13,15,11,12
J. von Haacke,Julian von Haacke,66,825000,6000,MIDFIELDER,60,50,40,71,43,64,58,63,67,69,58,54,67,67,65,65,73,72,61,52,60,55,56,63,59,58,59,62,56,16,12,10,10,11
Ryu Seung Woo,류승우 柳承佑,66,825000,2000,MIDFIELDER,37,59,42,67,66,66,64,45,62,66,82,75,91,61,90,65,69,63,34,57,49,48,65,57,53,55,48,46,19,9,10,8,8,9
Son Jeong Hyeon,손정현 Jeong Hyeon Son,66,575000,2000,GOALKEEPER,20,14,20,38,20,14,19,17,44,25,45,45,38,59,46,48,57,25,73,20,24,19,18,17,25,63,26,20,18,69,64,64,64,67
Liao Lisheng,廖力生,66,750000,6000,MIDFIELDER,64,61,62,70,54,64,62,60,64,62,68,66,71,64,69,60,77,65,55,58,66,63,67,70,43,65,68,66,62,7,10,15,11,15
B. Ould-Chikh,Bilal  Ould-Chikh,66,850000,3000,ATTACKER,56,57,42,58,60,75,72,60,45,73,75,74,72,62,82,70,64,34,50,64,34,20,60,65,56,57,29,26,22,7,8,8,12,9
N. Datković,Niko Datković,66,725000,2000,DEFENDER,23,15,70,57,15,28,12,21,46,34,53,50,51,59,49,29,74,68,85,13,61,64,17,14,19,59,55,70,68,11,6,6,10,12
G. Lloris,Gautier Lloris,66,750000,7000,DEFENDER,44,29,70,64,34,45,36,28,54,56,47,46,49,60,51,52,66,58,76,35,55,64,34,32,40,61,60,70,68,11,9,14,10,15
Kang Sang Woo,강상우 姜祥佑,66,725000,1000,DEFENDER,64,61,49,65,45,63,46,47,49,61,77,81,80,66,74,79,41,64,60,42,33,64,69,57,55,54,67,65,63,12,16,15,12,9
P. Lemonnier,Pierre Lemonnier,66,750000,2000,DEFENDER,28,25,67,56,26,48,29,23,42,46,58,62,50,57,58,38,74,72,71,22,63,66,25,27,40,55,63,68,67,11,11,13,6,6
E. Ekpolo,Elohor Godswill Ekpolo,66,750000,1000,DEFENDER,62,32,58,61,42,66,60,44,54,64,74,78,59,60,64,44,58,78,81,34,74,58,50,48,42,65,61,64,63,6,8,7,16,8
F. Perucchini,Filippo Perucchini,66,575000,1000,GOALKEEPER,18,18,11,28,11,18,11,11,26,20,48,42,34,54,42,45,69,27,76,18,18,23,13,16,22,53,15,18,14,69,62,60,67,68
He Guan,贺惯,66,725000,5000,DEFENDER,27,25,70,46,23,25,30,30,39,46,57,61,51,54,67,42,74,77,68,27,62,70,31,37,41,60,66,68,67,7,8,9,12,10
F. Belli,Francesco Belli,66,725000,1000,DEFENDER,64,24,55,58,35,52,59,43,48,60,76,81,70,58,64,57,69,76,61,33,52,64,29,37,43,59,65,60,66,13,12,6,14,8
J. Hendry,Jack Hendry,66,750000,11000,DEFENDER,44,26,65,64,26,61,38,28,54,61,70,71,60,58,61,50,75,72,74,35,70,60,30,42,37,63,64,66,65,13,11,13,8,13
J. Arias,Jafar Arias,66,850000,2000,ATTACKER,41,64,67,57,57,63,40,34,32,59,52,67,43,60,52,76,56,63,86,67,68,18,62,50,51,54,25,23,26,12,12,10,11,10
J. Da Silva,Jhony Alexander da Silva Sosa,66,575000,1000,GOALKEEPER,17,16,16,23,20,12,14,11,16,22,50,47,38,61,52,47,60,40,39,18,27,16,15,32,24,30,11,12,12,65,66,63,64,66
R. Rebolledo,Raimundo Rebolledo,66,750000,3000,DEFENDER,62,23,58,64,25,63,33,28,60,65,74,72,65,65,67,24,66,73,66,22,51,62,61,35,37,62,64,65,63,8,13,13,9,12
S. Reese,Søren Reese,66,750000,6000,DEFENDER,46,38,68,61,40,42,33,25,54,56,56,56,57,61,58,44,74,67,72,31,49,62,34,36,32,55,66,69,64,9,15,15,13,10
Hugo Gomes,Hugo Domingos Gomes,66,750000,3000,DEFENDER,29,21,66,55,26,32,34,30,58,51,54,61,52,56,53,45,72,61,78,24,61,60,27,42,39,64,68,67,63,14,8,11,12,8
A. Gasbarro,Andrea Gasbarro,66,750000,1000,DEFENDER,66,26,59,59,31,64,35,23,41,60,70,73,59,60,55,42,68,77,75,23,67,63,49,26,42,60,59,65,64,14,6,9,9,13
Jesiel,Jesiel Cardoso Miranda,66,750000,3000,DEFENDER,29,29,59,63,30,44,28,31,47,37,55,54,44,60,53,42,77,67,76,20,53,63,27,30,42,58,68,72,69,13,7,10,10,13
D. Widgren,Dennis Widgren,66,725000,2000,DEFENDER,68,35,58,68,36,61,66,52,65,64,69,68,71,66,63,69,72,75,60,49,62,63,46,70,38,63,62,63,59,6,7,5,8,8
J. Aguirre,James Aguirre,66,575000,1000,GOALKEEPER,9,9,12,24,6,5,9,10,25,18,38,35,40,64,47,48,60,33,42,7,22,9,6,35,15,43,23,21,20,70,60,64,60,71
T. Sekine,関根 貴大,66,850000,3000,MIDFIELDER,66,62,38,63,44,65,35,39,64,61,80,73,90,58,85,49,72,76,37,39,54,29,66,59,45,56,30,31,26,7,14,9,6,8
Vitor Costa,Vitor Costa de Brito,66,725000,3000,DEFENDER,62,48,55,63,47,63,68,55,60,64,72,71,69,64,67,69,64,75,63,68,63,61,49,52,49,57,63,65,64,14,11,10,14,8
L. Crepulja,Ljuban Crepulja,66,750000,3000,MIDFIELDER,52,53,56,66,47,64,48,55,65,67,67,65,70,61,69,67,73,66,71,61,67,64,58,67,45,66,62,64,62,5,8,6,6,5
Kim Min Tae,김민태 金眠泰,66,750000,2000,MIDFIELDER,40,32,54,70,26,45,38,34,61,65,67,74,60,68,50,43,61,73,84,34,53,65,34,65,41,65,68,65,57,7,13,11,12,6
D. Schmidt,Héctor Damián Schmidt,66,725000,4000,DEFENDER,40,31,65,50,26,51,35,33,41,56,64,66,54,55,44,52,69,66,73,33,68,64,49,30,51,52,67,67,67,13,11,13,12,14
T. Hasegawa,長谷川 龍也,66,825000,3000,MIDFIELDER,54,52,32,63,65,74,66,49,50,67,93,83,94,70,92,63,95,76,32,60,39,25,56,58,58,65,28,32,29,10,11,5,14,6
P. Kurzweg,Peter Kurzweg,66,725000,2000,DEFENDER,74,49,44,67,33,66,71,49,60,62,82,82,79,62,71,50,80,77,66,40,74,53,54,55,48,49,53,64,66,7,8,7,15,6
H. Balic,Husein Balic,66,850000,4000,MIDFIELDER,67,67,42,65,43,65,57,41,65,67,75,72,61,46,64,58,62,63,66,59,29,25,65,57,50,65,23,30,33,11,7,14,15,14
Pité,Luís Pedro de Freitas Pinto Trabulo,66,750000,2000,DEFENDER,63,42,64,63,45,69,56,41,56,71,59,58,58,69,51,77,63,65,72,47,65,64,66,58,54,63,63,67,65,9,14,6,5,12
Pablo Larrea,Pablo Larrea Gambara,66,750000,3000,MIDFIELDER,46,61,36,70,34,65,57,52,68,67,64,57,70,63,74,54,67,69,58,65,52,64,61,68,44,50,62,65,62,7,10,13,8,12
V. Kovačević,Vladimir Kovačević,66,725000,4000,DEFENDER,23,17,71,58,25,24,25,26,57,56,55,53,38,56,56,39,55,57,81,21,67,66,21,28,37,65,61,68,60,8,6,10,10,11
T. Boss,Tim Boss,66,600000,4000,GOALKEEPER,9,9,8,29,10,16,13,18,28,21,44,49,41,63,49,43,62,28,69,11,31,19,11,52,33,37,15,9,9,70,63,57,62,69
L. Röser,Lucas Röser,66,850000,6000,ATTACKER,47,69,58,66,58,64,59,34,41,64,72,73,69,62,69,62,76,71,73,68,53,30,65,53,65,59,37,24,17,5,14,7,14,5
A. Absalem,Amir Absalem,66,750000,3000,DEFENDER,59,34,54,58,34,63,40,33,38,62,76,75,72,62,71,35,58,66,54,32,76,66,40,37,41,55,66,68,66,7,9,14,8,13
B. Boulahroud,Badr Boulahroud,66,750000,3000,MIDFIELDER,50,58,49,73,45,63,49,52,70,68,72,70,67,57,65,59,65,58,62,59,53,65,56,63,55,49,67,64,63,10,13,13,12,9
M. Barać,Mateo Barać,66,750000,4000,DEFENDER,46,39,70,58,46,51,52,40,66,56,65,51,38,65,37,68,51,66,91,55,65,62,36,37,61,57,62,64,62,6,5,14,7,9
R. Yaslam,Rayan Yaslam,66,850000,1000,MIDFIELDER,65,57,52,63,51,68,63,57,53,64,83,78,84,62,87,53,51,65,34,55,39,21,59,62,44,63,25,32,31,9,13,15,7,9
R. Boissier,Remy Boissier,66,825000,2000,MIDFIELDER,63,54,56,68,46,63,64,68,67,65,66,64,62,66,65,69,66,66,66,62,66,61,61,63,63,55,58,67,59,9,10,6,10,8
Son,Fco. Javier Hidalgo Gómez,66,725000,3000,MIDFIELDER,58,45,55,63,41,67,52,45,56,64,70,68,67,68,68,42,64,68,56,47,60,67,63,52,53,64,66,65,66,8,12,10,8,6
Simão Bertelli,Simão Verza Bertelli,66,625000,2000,GOALKEEPER,11,9,11,21,7,13,12,14,25,12,29,25,32,63,31,46,41,17,62,5,21,9,5,34,16,38,5,12,13,67,62,61,65,70
J. Walsh,Joe Walsh,66,700000,3000,DEFENDER,59,39,66,56,44,46,36,33,59,54,60,70,67,56,66,49,77,72,71,33,74,63,37,46,29,54,63,66,64,14,10,9,6,9
A. Østbø,Arild Østbø,66,575000,2000,GOALKEEPER,15,8,8,22,7,7,13,8,12,13,22,23,57,68,56,47,54,20,68,9,27,25,16,53,23,46,23,14,10,66,64,62,61,67
E. Barli,Even Barli,66,575000,1000,GOALKEEPER,12,11,13,20,13,12,11,11,23,16,29,23,59,63,68,47,63,40,72,11,16,28,16,64,14,47,9,16,17,67,64,63,65,67
M. Amini,Mustafa Amini,66,775000,4000,MIDFIELDER,52,55,48,68,56,66,44,43,65,67,66,61,79,58,80,69,77,76,69,61,66,55,62,67,45,65,59,54,51,15,15,16,16,10
M. Djuricin,Marco Djuricin,66,825000,5000,ATTACKER,43,62,60,59,64,65,63,57,54,65,83,80,80,63,74,68,78,57,70,64,46,31,65,60,66,64,24,16,22,9,11,8,13,6
Campabadal,Eduard Campabadal Claros,66,700000,3000,DEFENDER,63,21,57,59,27,58,51,45,52,62,70,72,71,63,69,55,72,67,67,71,68,66,22,37,48,58,64,67,69,15,7,12,10,14
K. Haraldseid,Kristoffer Haraldseid,66,700000,2000,DEFENDER,66,47,57,62,59,61,54,53,58,64,75,72,75,60,66,67,56,86,68,52,67,63,60,62,48,61,60,64,61,11,14,14,8,16
N. Næss,Nicolai Næss,66,725000,2000,DEFENDER,54,44,62,70,34,54,49,58,69,57,49,60,60,62,61,72,72,73,75,56,67,65,49,54,51,62,64,65,63,12,16,15,11,9
A. Woodyard,Alex Woodyard,66,775000,4000,MIDFIELDER,61,47,62,70,45,60,61,42,67,66,69,64,81,67,79,60,68,85,70,50,74,67,50,60,51,69,66,66,64,8,8,8,13,13
Lee Jong Sung,이종성 李忠成,66,725000,2000,DEFENDER,41,46,64,65,48,59,45,53,69,65,63,52,59,63,63,70,54,80,76,60,73,67,55,71,50,57,62,64,61,13,15,13,10,12
R. Jansson,Robin Jansson,66,700000,2000,DEFENDER,40,24,64,66,33,55,37,20,62,59,56,59,54,53,54,32,53,54,79,28,60,65,37,47,35,59,64,65,67,8,11,6,15,8
S. Carruthers,Samir  Carruthers,66,800000,10000,MIDFIELDER,58,54,40,67,61,67,69,62,62,66,78,68,75,59,78,59,33,70,48,52,77,57,62,66,53,59,54,58,55,8,6,10,14,9
D. Skhirtladze,Davit Skhirtladze,66,825000,2000,ATTACKER,59,64,65,66,45,68,68,37,56,64,77,68,85,65,71,64,68,68,72,63,61,29,62,66,37,67,32,18,19,10,16,9,15,9
C. Wyke,Charlie Wyke,66,825000,5000,ATTACKER,39,67,70,54,56,60,50,49,30,64,56,63,78,61,80,69,87,69,81,52,69,31,69,46,58,50,25,20,17,16,12,15,10,12
R. Williams,Ryan Williams,66,800000,4000,MIDFIELDER,64,57,30,61,56,66,50,41,55,66,78,78,85,64,81,58,72,77,63,52,42,26,58,63,55,57,22,25,24,13,8,7,8,15
J. Espericueta,Jorge Jonathan Espericueta Escamilla,66,800000,2000,MIDFIELDER,73,54,49,73,58,70,75,70,71,70,65,60,70,55,62,72,66,48,64,72,32,45,64,67,69,75,58,48,41,14,11,12,15,13
A. Forde,Anthony Forde,66,800000,3000,MIDFIELDER,63,59,42,64,54,66,64,63,62,64,74,73,76,60,74,62,59,75,64,64,40,29,58,63,59,64,30,31,35,14,12,11,13,15
I. Vassell,Isaac Vassell,66,825000,9000,ATTACKER,54,67,54,53,46,63,44,27,41,62,85,84,74,62,71,64,72,69,75,58,68,42,65,54,60,55,32,25,18,12,9,12,16,15
C. Thompson,Curtis Thompson,66,800000,3000,MIDFIELDER,54,52,53,66,47,65,50,48,64,66,81,84,80,63,80,60,81,86,77,54,77,67,61,64,53,65,65,66,64,11,10,13,12,11
M. Chacón,Michael Steven Chacón Ibargüen,66,725000,2000,MIDFIELDER,49,44,53,67,38,66,49,43,65,64,74,70,72,61,76,56,72,79,61,53,72,65,52,62,45,51,54,64,62,6,6,11,11,11
Y. Mbone,Yannick Mbone,66,725000,2000,DEFENDER,55,49,69,65,50,57,50,46,55,58,52,51,58,62,55,57,68,83,75,42,68,66,42,50,53,64,62,64,63,7,10,13,15,13
A. Sané,Abdoulaye Sané,66,825000,2000,ATTACKER,64,69,59,57,55,67,42,53,52,65,72,71,63,57,66,71,64,65,60,59,29,19,64,62,65,49,31,19,15,16,8,14,11,16
K. Mayi,Kévin Mayi,66,825000,6000,ATTACKER,61,64,61,59,62,70,43,40,34,68,78,81,79,65,71,61,62,66,67,52,54,18,64,53,59,50,24,19,14,12,7,7,13,8
T. Vion,Thibaut  Vion,66,700000,2000,ATTACKER,66,56,66,64,53,63,47,55,57,65,64,68,56,74,63,68,72,74,71,62,78,61,62,65,65,68,63,61,59,14,8,8,13,10
E. Zenga,Erik Zenga,66,775000,2000,MIDFIELDER,60,51,59,69,47,68,59,48,67,69,65,58,72,68,69,58,75,63,65,49,66,62,57,65,45,60,62,58,59,8,8,13,12,11
A. Uryga,Alan Uryga,66,725000,2000,DEFENDER,55,41,69,64,39,59,37,42,54,54,37,37,48,61,43,55,90,69,82,52,62,63,46,49,50,56,60,66,63,15,8,11,13,13
M. Benning,Malvind Benning,66,700000,5000,DEFENDER,67,54,56,61,63,62,67,64,60,62,73,75,77,59,71,71,76,81,69,64,65,62,58,57,55,56,59,60,58,15,14,9,7,14
P. Weihrauch,Patrick Weihrauch,66,800000,5000,ATTACKER,60,54,56,68,62,74,60,48,56,72,78,77,79,68,73,65,64,75,59,59,51,59,63,60,55,67,55,54,38,14,10,10,13,7
A. Rømer,André Ibsen Rømer,66,800000,4000,MIDFIELDER,66,35,60,66,60,62,58,43,63,68,70,71,69,60,60,65,65,91,73,39,77,63,64,64,30,65,60,69,68,6,11,8,9,12
T. Peyre,Thibault Peyre,66,725000,4000,DEFENDER,62,30,63,56,32,41,32,27,51,56,64,64,63,63,66,46,66,74,68,28,70,66,25,38,48,64,66,68,66,12,14,11,7,11
L. Woudenberg,Lucas Woudenberg,66,700000,3000,DEFENDER,63,29,54,61,49,59,40,39,62,58,69,68,65,63,52,41,66,92,66,34,73,64,58,50,44,64,59,62,64,6,6,9,15,7
M. Kopczyński,Michał Kopczyński,66,700000,2000,DEFENDER,53,48,62,65,32,58,29,33,65,64,61,60,71,66,75,53,79,74,59,52,73,67,33,65,48,64,62,64,66,15,8,11,13,7
D. Douline,David Douline,66,725000,2000,MIDFIELDER,47,49,58,64,48,54,45,37,59,62,52,50,58,64,60,61,59,77,65,53,67,69,44,58,47,54,67,64,64,10,9,7,8,9
João Pedro,João Pedro Almeida Machado,66,775000,3000,MIDFIELDER,54,58,62,68,55,65,50,40,67,65,66,67,74,61,72,78,73,74,62,68,73,63,59,59,55,64,63,65,62,11,14,12,9,13
Miguel Oliveira,Miguel Aires Fernandes Olivera,66,600000,2000,GOALKEEPER,15,13,14,23,19,17,16,15,16,24,27,28,35,57,25,47,45,24,74,14,23,19,17,38,23,27,12,15,13,67,66,62,67,66
H. Mojica,Harrison Arley Mojica Betancourt,66,800000,1000,MIDFIELDER,63,56,42,70,56,68,69,65,63,60,91,83,90,54,87,65,91,70,56,60,38,30,54,63,62,64,50,30,21,13,15,13,14,11
D. Giraldo,Daniel Eduardo Giraldo Cárdenas,66,700000,1000,MIDFIELDER,57,43,63,68,32,58,47,48,64,65,72,68,66,58,68,49,75,82,71,55,67,60,44,56,49,58,64,66,58,10,13,12,15,14
E. Castañeda,Eder Castañeda Botia,66,725000,1000,DEFENDER,24,40,64,55,38,31,40,60,51,42,52,58,49,57,55,70,74,47,77,65,65,62,24,32,37,55,61,70,68,16,15,14,15,14
H. Obando,Henry Yoseiner Obando Estacio,66,700000,1000,DEFENDER,59,32,70,59,30,59,35,32,41,60,91,86,58,53,43,27,39,77,81,29,68,56,56,48,33,60,63,67,62,10,15,9,10,14
